client_id2,Region,Gender,Race,Ethnicty,question,response,qnum,order_vuln,order_vuln.norm
d6b,R05,Male,Black,Non-Hispanic,Is anyone 55 years or older?,No,18,0,0
b60,R05,Male,Black,Non-Hispanic,Is anyone 55 years or older?,No,18,0,0
cd5,R07,Male,White,Non-Hispanic,Is anyone 55 years or older?,No,18,0,0
bd4,R05,Female,White,Non-Hispanic,Is anyone 55 years or older?,No,18,0,0
791,R05,Male,White,Non-Hispanic,Is anyone 55 years or older?,Yes,18,1,1
9f5,R05,Male,White,Non-Hispanic,Is anyone 55 years or older?,Yes,18,1,1
8de,R05,Male,Black,Non-Hispanic,Is anyone 55 years or older?,No,18,0,0
94e,R05,Male,Black,Non-Hispanic,Is anyone 55 years or older?,No,18,0,0
0f8,R05,Male,White,Non-Hispanic,Is anyone 55 years or older?,No,18,0,0
b5a,R07,Male,White,Non-Hispanic,Is anyone 55 years or older?,No,18,0,0
08a,R05,Female,White,Hispanic,Is anyone 55 years or older?,No,18,0,0
a9b,R05,Male,White,Non-Hispanic,Is anyone 55 years or older?,No,18,0,0
a0b,R05,Male,White,Non-Hispanic,Is anyone 55 years or older?,No,18,0,0
17a,R05,Female,White,Non-Hispanic,Is anyone 55 years or older?,No,18,0,0
5d0,R05,Male,White,Non-Hispanic,Is anyone 55 years or older?,No,18,0,0
8c8,R05,Male,Black,Non-Hispanic,Is anyone 55 years or older?,Yes,18,1,1
dbb,R05,Female,Black,Non-Hispanic,Is anyone 55 years or older?,No,18,0,0
574,R07,Female,Black,Non-Hispanic,Is anyone 55 years or older?,Yes,18,1,1
b35,R07,Female,Multiple Races,Non-Hispanic,Is anyone 55 years or older?,No,18,0,0
969,R07,Male,Black,Non-Hispanic,Is anyone 55 years or older?,No,18,0,0
16b,R05,Female,Black,Non-Hispanic,Is anyone 55 years or older?,No,18,0,0
ecb,R05,Male,White,Non-Hispanic,Is anyone 55 years or older?,No,18,0,0
6bb,R07,Male,Black,Non-Hispanic,Is anyone 55 years or older?,No,18,0,0
60f,R05,Male,Black,Non-Hispanic,Is anyone 55 years or older?,No,18,0,0
480,R05,Male,White,Non-Hispanic,Is anyone 55 years or older?,No,18,0,0
edd,R07,Female,White,Non-Hispanic,Is anyone 55 years or older?,No,18,0,0
e3c,R05,Female,Black,Non-Hispanic,Is anyone 55 years or older?,No,18,0,0
6fc,R05,Female,Indigenous,Non-Hispanic,Is anyone 55 years or older?,Yes,18,1,1
760,R05,Female,White,Non-Hispanic,Is anyone 55 years or older?,No,18,0,0
502,R05,Female,Black,Non-Hispanic,Is anyone 55 years or older?,No,18,0,0
f7a,R05,Female,Black,Non-Hispanic,Is anyone 55 years or older?,No,18,0,0
eae,R05,Female,White,Non-Hispanic,Is anyone 55 years or older?,Yes,18,1,1
fc3,R05,Female,White,Non-Hispanic,Is anyone 55 years or older?,No,18,0,0
3fa,R07,Male,Black,Non-Hispanic,Is anyone 55 years or older?,No,18,0,0
f68,R07,Male,Black,Non-Hispanic,Is anyone 55 years or older?,No,18,0,0
aac,R07,Female,Black,Non-Hispanic,Is anyone 55 years or older?,No,18,0,0
332,R07,Male,Black,Non-Hispanic,Is anyone 55 years or older?,Yes,18,1,1
d50,R05,Male,White,Non-Hispanic,Is anyone 55 years or older?,No,18,0,0
14e,R05,Female,Asian,Non-Hispanic,Is anyone 55 years or older?,No,18,0,0
c67,R07,Male,Black,Non-Hispanic,Is anyone 55 years or older?,No,18,0,0
065,R07,Male,White,Non-Hispanic,Is anyone 55 years or older?,No,18,0,0
a4c,R05,Male,Black,Non-Hispanic,Is anyone 55 years or older?,No,18,0,0
ef1,R05,Male,White,Non-Hispanic,Is anyone 55 years or older?,Yes,18,1,1
1f2,R07,Male,White,Non-Hispanic,Is anyone 55 years or older?,No,18,0,0
763,R05,Female,White,Non-Hispanic,Is anyone 55 years or older?,No,18,0,0
645,R05,Female,Black,Non-Hispanic,Is anyone 55 years or older?,No,18,0,0
52e,R05,Female,White,Non-Hispanic,Is anyone 55 years or older?,No,18,0,0
084,R05,Male,White,Non-Hispanic,Is anyone 55 years or older?,No,18,0,0
92f,R05,Male,White,Non-Hispanic,Is anyone 55 years or older?,No,18,0,0
c30,R05,Male,Asian,Non-Hispanic,Is anyone 55 years or older?,No,18,0,0
f67,R05,Female,White,Non-Hispanic,Is anyone 55 years or older?,No,18,0,0
677,R05,Male,White,Non-Hispanic,Is anyone 55 years or older?,No,18,0,0
7ef,R05,Female,Black,Hispanic,Is anyone 55 years or older?,No,18,0,0
cda,R05,Male,White,Hispanic,Is anyone 55 years or older?,No,18,0,0
93d,R05,Female,White,Non-Hispanic,Is anyone 55 years or older?,Yes,18,1,1
efc,R07,Female,Black,Non-Hispanic,Is anyone 55 years or older?,Yes,18,1,1
4d4,R05,Male,Black,Non-Hispanic,Is anyone 55 years or older?,No,18,0,0
93b,R05,Male,White,Non-Hispanic,Is anyone 55 years or older?,No,18,0,0
357,R07,Male,White,Hispanic,Is anyone 55 years or older?,Yes,18,1,1
3dc,R05,Female,White,Non-Hispanic,Is anyone 55 years or older?,No,18,0,0
e16,R05,Male,Black,Non-Hispanic,Is anyone 55 years or older?,No,18,0,0
794,R05,Female,Black,Non-Hispanic,Is anyone 55 years or older?,No,18,0,0
924,R05,Male,White,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
87f,R05,Male,Black,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
5b3,R05,Male,White,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
e17,R05,Female,White,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
48f,R05,Male,White,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
342,R07,Female,White,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
ab2,R05,Male,White,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
018,R05,Male,White,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
456,R05,Male,Indigenous,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
498,R05,Male,Black,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
ca5,R05,Male,Black,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
734,R05,Male,Black,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
e4a,R05,Male,White,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
331,R05,Male,Black,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
410,R05,Male,White,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
773,R05,Male,Black,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
6cd,R05,Male,Black,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
249,R05,Female,White,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
4a2,R05,Male,White,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
2c8,R05,Male,Black,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
b16,R07,Male,White,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
8d5,R07,Male,Black,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
850,R05,Male,Black,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
c07,R05,Male,White,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
257,R05,Male,White,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
39b,R05,Male,White,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
4ed,R05,Male,Black,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
554,R07,Female,White,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
68e,R05,Female,White,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
6b7,R05,Female,White,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
687,R05,Male,Black,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
307,R05,Female,Black,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
1e0,R05,Female,Asian,Non-Hispanic,Is anyone in the household pregnant?,Yes,15,1,1
c72,R05,Male,White,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
b53,R05,Male,White,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
d6b,R05,Male,Black,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
b60,R05,Male,Black,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
cd5,R07,Male,White,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
bd4,R05,Female,White,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
791,R05,Male,White,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
9f5,R05,Male,White,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
8de,R05,Male,Black,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
94e,R05,Male,Black,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
0f8,R05,Male,White,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
b5a,R07,Male,White,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
08a,R05,Female,White,Hispanic,Is anyone in the household pregnant?,No,15,0,0
a9b,R05,Male,White,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
a0b,R05,Male,White,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
17a,R05,Female,White,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
5d0,R05,Male,White,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
8c8,R05,Male,Black,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
dbb,R05,Female,Black,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
574,R07,Female,Black,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
b35,R07,Female,Multiple Races,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
969,R07,Male,Black,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
16b,R05,Female,Black,Non-Hispanic,Is anyone in the household pregnant?,Yes,15,1,1
ecb,R05,Male,White,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
6bb,R07,Male,Black,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
60f,R05,Male,Black,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
480,R05,Male,White,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
edd,R07,Female,White,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
e3c,R05,Female,Black,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
6fc,R05,Female,Indigenous,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
760,R05,Female,White,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
502,R05,Female,Black,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
f7a,R05,Female,Black,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
eae,R05,Female,White,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
fc3,R05,Female,White,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
3fa,R07,Male,Black,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
f68,R07,Male,Black,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
aac,R07,Female,Black,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
332,R07,Male,Black,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
d50,R05,Male,White,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
14e,R05,Female,Asian,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
c67,R07,Male,Black,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
065,R07,Male,White,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
a4c,R05,Male,Black,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
ef1,R05,Male,White,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
1f2,R07,Male,White,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
763,R05,Female,White,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
645,R05,Female,Black,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
52e,R05,Female,White,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
084,R05,Male,White,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
92f,R05,Male,White,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
c30,R05,Male,Asian,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
f67,R05,Female,White,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
677,R05,Male,White,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
7ef,R05,Female,Black,Hispanic,Is anyone in the household pregnant?,No,15,0,0
cda,R05,Male,White,Hispanic,Is anyone in the household pregnant?,No,15,0,0
93d,R05,Female,White,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
efc,R07,Female,Black,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
4d4,R05,Male,Black,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
93b,R05,Male,White,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
357,R07,Male,White,Hispanic,Is anyone in the household pregnant?,No,15,0,0
3dc,R05,Female,White,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
e16,R05,Male,Black,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
794,R05,Female,Black,Non-Hispanic,Is anyone in the household pregnant?,No,15,0,0
924,R05,Male,White,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",1 or more,16,1,1
87f,R05,Male,Black,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",None,16,0,0
5b3,R05,Male,White,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",None,16,0,0
e17,R05,Female,White,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",None,16,0,0
48f,R05,Male,White,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",None,16,0,0
342,R07,Female,White,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",1 or more,16,1,1
ab2,R05,Male,White,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",None,16,0,0
018,R05,Male,White,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",1 or more,16,1,1
456,R05,Male,Indigenous,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",1 or more,16,1,1
498,R05,Male,Black,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",None,16,0,0
ca5,R05,Male,Black,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",None,16,0,0
734,R05,Male,Black,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",None,16,0,0
e4a,R05,Male,White,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",None,16,0,0
331,R05,Male,Black,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",None,16,0,0
410,R05,Male,White,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",None,16,0,0
773,R05,Male,Black,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",None,16,0,0
6cd,R05,Male,Black,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",1 or more,16,1,1
249,R05,Female,White,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",None,16,0,0
4a2,R05,Male,White,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",None,16,0,0
2c8,R05,Male,Black,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",1 or more,16,1,1
b16,R07,Male,White,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",None,16,0,0
8d5,R07,Male,Black,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",None,16,0,0
850,R05,Male,Black,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",1 or more,16,1,1
c07,R05,Male,White,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",None,16,0,0
257,R05,Male,White,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",None,16,0,0
39b,R05,Male,White,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",None,16,0,0
4ed,R05,Male,Black,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",None,16,0,0
554,R07,Female,White,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",None,16,0,0
68e,R05,Female,White,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",None,16,0,0
6b7,R05,Female,White,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",None,16,0,0
687,R05,Male,Black,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",None,16,0,0
307,R05,Female,Black,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",None,16,0,0
1e0,R05,Female,Asian,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",None,16,0,0
c72,R05,Male,White,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",None,16,0,0
b53,R05,Male,White,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",1 or more,16,1,1
d6b,R05,Male,Black,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",None,16,0,0
b60,R05,Male,Black,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",None,16,0,0
cd5,R07,Male,White,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",None,16,0,0
bd4,R05,Female,White,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",1 or more,16,1,1
791,R05,Male,White,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",None,16,0,0
9f5,R05,Male,White,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",None,16,0,0
8de,R05,Male,Black,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",None,16,0,0
94e,R05,Male,Black,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",1 or more,16,1,1
0f8,R05,Male,White,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",None,16,0,0
b5a,R07,Male,White,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",None,16,0,0
08a,R05,Female,White,Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",1 or more,16,1,1
a9b,R05,Male,White,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",None,16,0,0
a0b,R05,Male,White,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",1 or more,16,1,1
17a,R05,Female,White,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",None,16,0,0
5d0,R05,Male,White,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",1 or more,16,1,1
8c8,R05,Male,Black,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",None,16,0,0
dbb,R05,Female,Black,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",None,16,0,0
574,R07,Female,Black,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",None,16,0,0
b35,R07,Female,Multiple Races,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",1 or more,16,1,1
969,R07,Male,Black,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",None,16,0,0
16b,R05,Female,Black,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",None,16,0,0
ecb,R05,Male,White,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",None,16,0,0
6bb,R07,Male,Black,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",None,16,0,0
60f,R05,Male,Black,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",None,16,0,0
480,R05,Male,White,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",None,16,0,0
edd,R07,Female,White,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",None,16,0,0
e3c,R05,Female,Black,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",None,16,0,0
6fc,R05,Female,Indigenous,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",None,16,0,0
760,R05,Female,White,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",None,16,0,0
502,R05,Female,Black,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",None,16,0,0
f7a,R05,Female,Black,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",None,16,0,0
eae,R05,Female,White,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",None,16,0,0
fc3,R05,Female,White,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",None,16,0,0
3fa,R07,Male,Black,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",1 or more,16,1,1
f68,R07,Male,Black,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",1 or more,16,1,1
aac,R07,Female,Black,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",1 or more,16,1,1
332,R07,Male,Black,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",None,16,0,0
d50,R05,Male,White,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",None,16,0,0
14e,R05,Female,Asian,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",1 or more,16,1,1
c67,R07,Male,Black,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",None,16,0,0
065,R07,Male,White,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",None,16,0,0
a4c,R05,Male,Black,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",None,16,0,0
ef1,R05,Male,White,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",None,16,0,0
1f2,R07,Male,White,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",None,16,0,0
763,R05,Female,White,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",None,16,0,0
645,R05,Female,Black,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",1 or more,16,1,1
52e,R05,Female,White,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",None,16,0,0
084,R05,Male,White,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",1 or more,16,1,1
92f,R05,Male,White,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",None,16,0,0
c30,R05,Male,Asian,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",None,16,0,0
f67,R05,Female,White,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",1 or more,16,1,1
677,R05,Male,White,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",None,16,0,0
7ef,R05,Female,Black,Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",None,16,0,0
cda,R05,Male,White,Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",None,16,0,0
93d,R05,Female,White,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",None,16,0,0
efc,R07,Female,Black,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",None,16,0,0
4d4,R05,Male,Black,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",None,16,0,0
93b,R05,Male,White,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",1 or more,16,1,1
357,R07,Male,White,Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",None,16,0,0
3dc,R05,Female,White,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",1 or more,16,1,1
e16,R05,Male,Black,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",None,16,0,0
794,R05,Female,Black,Non-Hispanic,"How many children under the age of 18 are not currently staying with your family, but would live with you? (if you have a home)",1 or more,16,1,1
924,R05,Male,White,Non-Hispanic,"How many adults 18 or older are not currently staying with your family, but would live with you? (if you have a home)",None,17,0,0
87f,R05,Male,Black,Non-Hispanic,"How many adults 18 or older are not currently staying with your family, but would live with you? (if you have a home)",None,17,0,0
5b3,R05,Male,White,Non-Hispanic,"How many adults 18 or older are not currently staying with your family, but would live with you? (if you have a home)",None,17,0,0
e17,R05,Female,White,Non-Hispanic,"How many adults 18 or older are not currently staying with your family, but would live with you? (if you have a home)",None,17,0,0
48f,R05,Male,White,Non-Hispanic,"How many adults 18 or older are not currently staying with your family, but would live with you? (if you have a home)",None,17,0,0
342,R07,Female,White,Non-Hispanic,"How many adults 18 or older are not currently staying with your family, but would live with you? (if you have a home)",1 or more,17,1,1
ab2,R05,Male,White,Non-Hispanic,"How many adults 18 or older are not currently staying with your family, but would live with you? (if you have a home)",None,17,0,0
018,R05,Male,White,Non-Hispanic,"How many adults 18 or older are not currently staying with your family, but would live with you? (if you have a home)",None,17,0,0
456,R05,Male,Indigenous,Non-Hispanic,"How many adults 18 or older are not currently staying with your family, but would live with you? (if you have a home)",1 or more,17,1,1
498,R05,Male,Black,Non-Hispanic,"How many adults 18 or older are not currently staying with your family, but would live with you? (if you have a home)",None,17,0,0
ca5,R05,Male,Black,Non-Hispanic,"How many adults 18 or older are not currently staying with your family, but would live with you? (if you have a home)",None,17,0,0
734,R05,Male,Black,Non-Hispanic,"How many adults 18 or older are not currently staying with your family, but would live with you? (if you have a home)",None,17,0,0
e4a,R05,Male,White,Non-Hispanic,"How many adults 18 or older are not currently staying with your family, but would live with you? (if you have a home)",None,17,0,0
331,R05,Male,Black,Non-Hispanic,"How many adults 18 or older are not currently staying with your family, but would live with you? (if you have a home)",None,17,0,0
410,R05,Male,White,Non-Hispanic,"How many adults 18 or older are not currently staying with your family, but would live with you? (if you have a home)",None,17,0,0
